2022/04/20 01:05:52;up;192.168.0.159;;moes;08:00:27:4D:70:93;Cadmus Computer Systems
2022/04/20 01:05:53;up;192.168.0.159;;moes;08:00:27:4D:70:93;Cadmus Computer Systems
2022/04/20 01:05:54;up;192.168.0.157;;;02:5E:CA:39:69:1B;
2022/04/20 01:05:53;up;192.168.0.157;;;02:5E:CA:39:69:1B;
2022/04/20 01:05:54;up;192.168.0.157;;;02:5E:CA:39:69:1B;
2022/04/20 01:05:54;up;192.168.0.157;;;02:5E:CA:39:69:1B;
2022/04/20 01:05:54;up;192.168.0.157;;;02:5E:CA:39:69:1B;
2022/04/20 01:05:54;up;192.168.0.157;;;02:5E:CA:39:69:1B;
2022/04/20 01:06:08;up;192.168.0.210;;;10:3D:0A:10:31:A8;
2022/04/20 01:06:08;up;192.168.0.210;;;10:3D:0A:10:31:A8;
2022/04/20 01:06:08;up;192.168.0.210;;;10:3D:0A:10:31:A8;
2022/04/20 01:06:08;up;192.168.0.210;;;10:3D:0A:10:31:A8;
2022/04/20 01:06:08;up;192.168.0.210;;;10:3D:0A:10:31:A8;
